t,dt,durum,d_h,menzil,tgt_x,tgt_y,tgt_z,tgt_vx,tgt_vy,tgt_vz,iris_x,iris_y,iris_z,iris_roll_deg,iris_pitch_deg,iris_yaw_deg,st_x,st_y,st_z,vx_cmd,vy_cmd,vz_cmd,yaw_cmd_deg,kadraj_yaw_deg,kadraj_elev_deg,kadraj_pitch_hata_deg,u_px,v_px,tgt_omega_dps,ic_kayma_m,ic_yaricap_m
4522.586,0.0502,KILIT,6.47,6.5,1200.15,-207.49,-15.69,10.79,-2.36,-0.0,1193.82,-206.14,-15.05,-1.8,-0.0,-14.6,1198.2,-207.35,-15.17,13.89,-3.21,-0.12,-14.6,2.71,5.57,-19.43,328.3,298.8,-0.17,0.28,
4522.636,0.0505,KILIT,5.77,5.8,1200.69,-207.61,-15.69,10.79,-2.34,-0.0,1195.05,-206.41,-15.08,-2.5,1.0,-12.8,1198.89,-206.82,-15.17,13.56,-2.71,-0.12,-12.8,1.04,5.0,-20.0,323.2,300.6,0.24,0.39,
4522.686,0.0502,KILIT,5.7,5.73,1201.24,-207.73,-15.69,10.82,-2.36,-0.0,1195.66,-206.57,-15.09,-0.8,1.0,-15.5,1199.34,-207.36,-15.17,12.98,-2.55,-0.1,-11.7,3.83,4.96,-20.04,331.8,300.7,-0.03,0.05,
4522.736,0.0501,KILIT,5.83,5.86,1202.0,-207.89,-15.69,12.15,-2.64,-0.0,1196.3,-206.7,-15.1,-2.3,2.3,-15.9,1200.16,-207.27,-15.17,13.54,-2.33,-0.09,-11.8,4.21,3.32,-21.68,333.2,306.2,0.13,0.22,
4522.786,0.0501,KILIT,5.2,5.23,1202.0,-207.89,-15.69,12.15,-2.64,-0.0,1196.91,-206.84,-15.11,-0.8,4.4,-12.8,1200.16,-207.27,-15.17,13.02,-2.04,-0.08,-12.8,1.14,1.95,-23.05,323.6,310.9,0.13,0.22,
4522.837,0.0501,KILIT,5.47,5.5,1202.87,-208.08,-15.69,11.11,-2.42,-0.0,1197.52,-206.97,-15.12,-0.1,4.4,-15.2,1201.01,-207.56,-15.17,12.74,-2.31,-0.05,-11.8,3.43,1.55,-23.45,330.9,312.2,0.07,0.12,
4522.887,0.0501,KILIT,4.83,4.87,1202.87,-208.08,-15.69,11.11,-2.42,-0.0,1198.14,-207.11,-15.13,-0.8,4.7,-16.4,1201.01,-207.56,-15.17,12.15,-2.2,-0.05,-11.6,4.77,1.86,-23.14,335.1,311.2,0.07,0.12,
4522.937,0.0505,KILIT,4.97,5.0,1203.62,-208.25,-15.69,10.01,-2.19,-0.0,1198.75,-207.27,-15.14,1.3,7.2,-12.5,1201.72,-207.9,-15.17,11.55,-2.31,-0.04,-12.5,1.13,-0.86,-25.86,323.7,320.7,-0.04,0.06,
4522.988,0.0511,KILIT,5.26,5.28,1204.51,-208.44,-15.69,12.24,-2.66,-0.0,1199.36,-207.4,-15.15,0.1,8.3,-12.6,1202.7,-207.7,-15.17,12.16,-2.24,-0.04,-12.6,1.16,-2.43,-27.43,323.8,326.5,0.21,0.34,
4523.038,0.0501,KILIT,4.64,4.67,1204.51,-208.44,-15.69,12.24,-2.66,-0.0,1199.96,-207.53,-15.16,2.0,8.2,-16.7,1202.7,-207.7,-15.17,12.54,-1.77,-0.02,-11.3,5.39,-1.46,-26.46,337.6,323.0,0.21,0.34,
4523.089,0.0504,KILIT,4.79,4.82,1205.27,-208.61,-15.69,10.82,-2.36,-0.0,1200.57,-207.67,-15.17,1.0,9.7,-14.2,1203.42,-208.02,-15.17,12.05,-2.12,-0.01,-14.2,2.94,-3.44,-28.44,329.7,330.2,0.11,0.18,
4523.139,0.0501,KILIT,5.48,5.51,1205.94,-208.75,-15.69,11.63,-2.49,-0.0,1200.57,-207.67,-15.17,1.5,11.8,-12.9,1204.3,-207.21,-15.17,12.56,-1.81,-0.01,-12.9,1.71,-6.33,-31.33,325.8,341.4,0.71,1.16,
4523.189,0.0501,KILIT,5.51,5.53,1206.57,-208.88,-15.69,11.89,-2.54,-0.0,1201.17,-207.81,-15.18,1.5,11.8,-12.9,1204.94,-207.25,-15.17,13.09,-1.52,-0.0,-12.9,1.85,-6.46,-31.46,326.3,341.9,0.77,1.26,
4523.239,0.0501,KILIT,5.51,5.53,1207.17,-209.01,-15.69,11.89,-2.54,-0.0,1201.76,-207.94,-15.19,1.6,12.3,-15.5,1205.49,-207.59,-15.17,13.69,-1.43,0.0,-11.2,4.53,-6.96,-31.96,335.4,344.0,0.64,1.04,
4523.289,0.0501,KILIT,5.5,5.52,1207.74,-209.14,-15.69,11.78,-2.57,-0.0,1202.35,-208.07,-15.19,0.1,12.1,-15.2,1205.78,-209.08,-15.17,13.78,-2.02,0.0,-11.2,3.99,-6.87,-31.87,333.6,343.6,-0.22,0.36,
4523.339,0.0501,KILIT,5.45,5.47,1208.31,-209.26,-15.69,11.61,-2.54,-0.0,1202.96,-208.22,-15.2,-0.0,13.5,-14.1,1206.33,-209.26,-15.17,13.83,-2.62,0.01,-11.1,3.06,-8.34,-33.34,330.6,349.6,-0.25,0.41,
4523.389,0.0502,KILIT,5.4,5.43,1208.86,-209.38,-15.69,11.46,-2.48,-0.0,1203.56,-208.35,-15.2,-0.0,13.5,-14.1,1207.01,-208.81,-15.17,14.2,-3.03,0.03,-11.0,3.1,-8.3,-33.3,330.7,349.5,0.1,0.17,
4523.44,0.0501,KILIT,5.38,5.4,1209.42,-209.5,-15.69,11.34,-2.45,-0.0,1204.14,-208.48,-15.2,3.4,13.2,-14.0,1207.6,-208.79,-15.17,14.11,-2.47,0.03,-11.0,3.53,-7.78,-32.78,332.1,347.3,0.19,0.31,
4523.49,0.0501,KILIT,5.34,5.36,1209.97,-209.63,-15.69,11.25,-2.48,-0.0,1204.73,-208.61,-15.2,1.6,12.1,-11.8,1207.9,-210.06,-15.17,13.95,-3.05,0.03,-11.8,0.99,-6.83,-31.83,323.4,343.4,-0.53,0.87,
4523.54,0.0501,KILIT,5.3,5.32,1210.52,-209.75,-15.69,11.18,-2.45,-0.0,1205.32,-208.74,-15.2,5.2,11.5,-11.7,1208.51,-209.91,-15.17,13.72,-3.6,0.03,-11.7,1.28,-6.13,-31.13,324.3,340.6,-0.36,0.59,
4523.59,0.0501,KILIT,5.27,5.29,1211.05,-209.86,-15.69,11.0,-2.39,-0.0,1205.88,-208.85,-15.2,2.9,11.5,-13.6,1209.19,-209.33,-15.17,13.65,-3.01,0.03,-13.6,2.85,-6.04,-31.04,329.6,340.3,0.08,0.13,
4523.64,0.0504,KILIT,5.23,5.25,1211.59,-209.98,-15.69,10.91,-2.38,-0.0,1206.46,-208.98,-15.2,5.0,10.1,-13.1,1209.66,-209.8,-15.17,13.15,-3.35,0.03,-13.1,2.47,-4.54,-29.54,328.2,334.4,-0.14,0.23,
4523.69,0.0501,KILIT,5.17,5.19,1212.12,-210.1,-15.69,10.77,-2.38,-0.0,1207.04,-209.11,-15.2,3.7,8.3,-11.9,1210.02,-210.64,-15.17,12.95,-3.92,0.03,-11.9,1.04,-2.82,-27.82,323.4,327.9,-0.6,0.98,
4523.74,0.0501,KILIT,5.13,5.15,1212.65,-210.22,-15.69,10.76,-2.36,-0.0,1207.62,-209.23,-15.2,4.2,8.0,-14.1,1210.69,-210.13,-15.17,12.83,-3.33,0.03,-11.1,3.18,-2.31,-27.31,330.4,326.0,-0.21,0.34,
4523.79,0.0501,KILIT,5.1,5.13,1213.2,-210.33,-15.69,10.78,-2.36,-0.0,1208.19,-209.35,-15.2,3.8,8.0,-16.1,1211.3,-209.96,-15.17,12.93,-2.74,0.03,-11.1,5.12,-2.15,-27.15,336.8,325.5,-0.02,0.04,
4523.841,0.0501,KILIT,5.07,5.09,1213.75,-210.45,-15.69,10.84,-2.34,-0.0,1208.77,-209.48,-15.2,1.4,6.1,-13.8,1212.03,-209.25,-15.17,13.06,-2.15,0.03,-13.8,2.79,-0.5,-25.5,329.0,319.5,0.5,0.81,
4523.891,0.0502,KILIT,5.06,5.09,1214.3,-210.57,-15.69,10.9,-2.36,-0.0,1209.33,-209.59,-15.2,3.0,5.4,-13.7,1212.51,-209.68,-15.17,13.26,-1.58,0.03,-13.7,2.53,0.26,-24.74,328.1,316.7,0.3,0.49,
4523.941,0.0501,KILIT,5.02,5.04,1214.83,-210.69,-15.69,10.79,-2.37,-0.0,1209.91,-209.7,-15.2,0.1,6.4,-16.4,1212.83,-210.76,-15.17,13.1,-2.16,0.03,-11.4,5.0,-0.79,-25.79,336.2,320.5,-0.31,0.5,
4523.991,0.0501,KILIT,5.0,5.02,1215.37,-210.81,-15.69,10.79,-2.38,-0.0,1210.47,-209.83,-15.2,1.5,5.8,-14.4,1213.35,-211.01,-15.17,12.95,-2.75,0.03,-11.3,3.08,-0.11,-25.11,329.9,318.1,-0.39,0.64,
4524.041,0.0501,KILIT,4.97,5.0,1215.91,-210.93,-15.69,10.82,-2.39,-0.0,1211.04,-209.93,-15.2,0.5,4.1,-10.7,1213.91,-211.06,-15.17,12.8,-3.33,0.03,-10.7,-0.9,1.52,-23.48,317.1,312.4,-0.34,0.55,
4524.091,0.0501,KILIT,4.96,4.98,1216.47,-211.05,-15.69,10.9,-2.39,-0.0,1211.61,-210.05,-15.2,0.8,5.3,-14.4,1214.55,-210.78,-15.17,12.99,-2.77,0.03,-14.4,2.75,0.39,-24.61,328.8,316.3,-0.09,0.14,
4524.141,0.0501,KILIT,4.4,4.42,1216.47,-211.05,-15.69,10.9,-2.39,-0.0,1212.16,-210.17,-15.2,1.5,6.3,-15.4,1214.55,-210.78,-15.17,12.4,-2.65,0.03,-11.5,3.83,0.17,-24.83,332.3,317.1,-0.09,0.14,
4524.191,0.0501,KILIT,4.39,4.41,1217.02,-211.17,-15.69,9.27,-2.02,-0.0,1212.72,-210.28,-15.2,0.7,4.5,-9.4,1215.14,-210.69,-15.17,11.86,-2.39,0.03,-9.4,-2.26,1.85,-23.15,312.9,311.2,0.04,0.06,
4524.242,0.0504,KILIT,4.36,4.39,1217.57,-211.28,-15.69,9.81,-2.11,-0.0,1213.3,-210.4,-15.21,1.1,5.2,-11.9,1215.83,-210.23,-15.17,11.7,-1.81,0.03,-11.9,0.2,1.08,-23.92,320.6,313.9,0.41,0.67,
4524.292,0.0504,KILIT,4.61,4.64,1218.36,-211.46,-15.69,11.53,-2.52,-0.0,1213.84,-210.51,-15.21,1.4,5.9,-14.0,1216.42,-211.29,-15.17,12.06,-2.29,0.03,-14.0,2.13,0.09,-24.91,326.8,317.3,-0.15,0.25,
4524.342,0.0504,KILIT,4.04,4.07,1218.36,-211.46,-15.69,11.53,-2.52,-0.0,1214.4,-210.62,-15.22,0.5,5.2,-10.5,1216.42,-211.29,-15.17,11.76,-2.81,0.04,-10.5,-1.46,1.42,-23.58,315.4,312.7,-0.15,0.25,
4524.393,0.0501,KILIT,4.75,4.77,1219.05,-211.61,-15.69,10.13,-2.21,-0.0,1214.4,-210.62,-15.22,1.1,6.2,-12.3,1217.13,-211.32,-15.17,12.34,-2.96,0.04,-12.3,0.32,-0.54,-25.54,321.0,319.6,-0.08,0.13,
4524.443,0.0501,KILIT,4.26,4.28,1219.68,-211.74,-15.69,10.88,-2.37,-0.0,1215.52,-210.83,-15.23,1.1,7.3,-14.7,1217.8,-211.31,-15.17,11.96,-2.49,0.06,-14.7,2.31,-1.09,-26.09,327.5,321.6,0.01,0.02,
4524.493,0.0501,KILIT,4.3,4.32,1220.28,-211.87,-15.69,11.21,-2.44,-0.0,1216.08,-210.96,-15.23,-0.2,6.7,-12.2,1218.4,-211.41,-15.17,12.55,-2.49,0.06,-12.2,-0.09,-0.59,-25.59,319.7,319.8,0.03,0.05,
4524.544,0.0511,KILIT,4.89,4.91,1220.86,-212.0,-15.69,11.25,-2.47,-0.0,1216.08,-210.96,-15.23,1.9,6.4,-13.3,1218.86,-212.09,-15.17,12.91,-2.99,0.06,-13.3,1.0,-1.0,-26.0,323.2,321.2,-0.31,0.51,
4524.594,0.0501,KILIT,4.94,4.96,1221.43,-212.13,-15.69,11.27,-2.48,-0.0,1216.61,-211.06,-15.23,1.9,6.4,-13.3,1219.4,-212.33,-15.17,13.22,-3.5,0.06,-13.3,0.8,-1.05,-26.05,322.6,321.4,-0.39,0.63,
4524.644,0.0503,KILIT,4.93,4.95,1221.98,-212.25,-15.69,11.22,-2.45,-0.0,1217.17,-211.18,-15.23,-0.4,7.7,-16.7,1220.07,-211.95,-15.17,13.76,-3.23,0.06,-12.5,4.13,-2.38,-27.38,333.5,326.3,-0.07,0.12,
4524.694,0.0501,KILIT,4.92,4.94,1222.52,-212.37,-15.69,11.05,-2.41,-0.0,1217.72,-211.28,-15.23,-0.4,6.3,-13.6,1220.64,-211.91,-15.17,13.95,-2.66,0.06,-13.6,0.83,-0.96,-25.96,322.7,321.1,0.03,0.05,
4524.745,0.0502,KILIT,4.93,4.95,1223.06,-212.49,-15.69,10.99,-2.44,-0.0,1218.26,-211.38,-15.23,-0.4,6.3,-13.6,1220.98,-212.98,-15.17,13.8,-3.25,0.06,-13.6,0.56,-0.97,-25.97,321.8,321.2,-0.57,0.93,
4524.795,0.0501,KILIT,4.93,4.95,1223.61,-212.61,-15.69,10.97,-2.42,-0.0,1218.81,-211.49,-15.23,-0.0,6.4,-16.8,1221.62,-212.69,-15.17,13.53,-3.79,0.06,-13.1,3.64,-1.06,-26.06,331.8,321.5,-0.31,0.5,
4524.845,0.0501,KILIT,4.94,4.97,1224.17,-212.73,-15.69,11.01,-2.41,-0.0,1219.35,-211.61,-15.22,-0.0,6.4,-16.8,1222.29,-212.29,-15.17,13.65,-3.2,0.05,-13.1,3.68,-0.96,-25.96,331.9,321.1,0.02,0.03,
4524.895,0.0502,KILIT,4.94,4.96,1224.7,-212.85,-15.69,10.89,-2.38,-0.0,1219.89,-211.71,-15.22,0.2,2.5,-14.2,1222.85,-212.25,-15.17,13.68,-2.59,0.05,-14.2,0.89,2.94,-22.06,322.8,307.5,0.12,0.19,
4524.945,0.0501,KILIT,4.95,4.97,1225.24,-212.97,-15.69,10.88,-2.39,-0.0,1220.43,-211.81,-15.22,-1.7,2.2,-16.9,1223.31,-212.77,-15.17,13.46,-3.15,0.05,-13.5,3.46,3.13,-21.87,330.8,306.9,-0.14,0.22,
4524.996,0.0505,KILIT,4.96,4.98,1225.79,-213.08,-15.69,10.86,-2.37,-0.0,1220.97,-211.91,-15.21,-1.7,2.2,-16.9,1223.96,-212.4,-15.17,13.55,-2.55,0.04,-13.7,3.29,3.23,-21.77,330.3,306.5,0.17,0.28,
4525.046,0.0501,KILIT,4.97,5.0,1226.34,-213.2,-15.69,10.91,-2.37,-0.0,1221.51,-212.02,-15.21,-0.6,1.8,-14.5,1224.57,-212.24,-15.17,13.68,-1.97,0.04,-14.5,0.78,3.7,-21.3,322.4,304.9,0.35,0.57,
4525.096,0.05,KILIT,4.97,4.99,1226.87,-213.32,-15.69,10.82,-2.37,-0.0,1222.05,-212.13,-15.21,-2.1,-0.4,-12.3,1224.97,-212.97,-15.17,13.5,-2.54,0.04,-12.3,-1.36,5.97,-19.03,315.8,297.4,-0.04,0.07,
4525.147,0.0507,KILIT,4.97,5.0,1227.41,-213.45,-15.69,10.76,-2.39,-0.0,1222.59,-212.23,-15.2,-1.9,-0.9,-16.5,1225.34,-213.85,-15.17,13.34,-3.13,0.04,-16.5,2.58,6.45,-18.55,327.9,295.9,-0.52,0.84,
4525.197,0.0501,KILIT,4.96,4.98,1227.94,-213.56,-15.69,10.69,-2.38,-0.0,1223.13,-212.35,-15.2,-1.4,-0.3,-16.4,1225.86,-213.99,-15.17,13.15,-3.7,0.04,-16.4,2.39,5.89,-19.11,327.3,297.7,-0.53,0.87,
4525.247,0.0501,KILIT,4.97,5.0,1228.48,-213.68,-15.69,10.72,-2.35,-0.0,1223.66,-212.45,-15.2,-2.7,-1.4,-13.6,1226.61,-213.2,-15.17,13.22,-3.1,0.03,-13.6,-0.36,7.05,-17.95,318.9,294.0,0.04,0.06,
4525.297,0.0501,KILIT,4.97,5.0,1229.03,-213.79,-15.69,10.79,-2.35,-0.0,1224.21,-212.57,-15.2,-2.1,-1.6,-16.8,1227.26,-212.84,-15.17,13.33,-2.51,0.03,-16.8,2.81,7.13,-17.87,328.5,293.7,0.34,0.56,
4525.347,0.0501,KILIT,4.99,5.02,1229.58,-213.92,-15.69,10.84,-2.37,-0.0,1224.74,-212.67,-15.2,-1.4,-1.0,-17.7,1227.71,-213.43,-15.17,13.36,-2.79,0.03,-14.5,3.41,6.52,-18.48,330.4,295.6,0.05,0.07,
4525.397,0.0502,KILIT,5.01,5.04,1230.13,-214.04,-15.69,10.92,-2.41,-0.0,1225.28,-212.79,-15.2,-3.0,-1.8,-15.4,1228.16,-214.02,-15.17,13.28,-3.38,0.03,-15.4,1.33,7.32,-17.68,324.0,293.1,-0.25,0.4,
4525.447,0.0501,KILIT,5.04,5.07,1230.7,-214.16,-15.69,11.04,-2.4,-0.0,1225.82,-212.89,-15.2,-1.4,-1.8,-17.6,1228.92,-213.25,-15.17,13.48,-2.82,0.03,-17.6,3.19,7.27,-17.73,329.7,293.2,0.31,0.51,
4525.498,0.0507,KILIT,5.06,5.08,1231.26,-214.28,-15.69,11.04,-2.39,-0.0,1226.37,-213.0,-15.2,-1.6,-0.8,-19.9,1229.53,-213.13,-15.17,13.66,-2.24,0.03,-14.7,5.41,6.18,-18.82,336.6,296.7,0.47,0.76,
4525.548,0.0501,KILIT,5.09,5.11,1231.82,-214.4,-15.69,11.06,-2.39,-0.0,1226.9,-213.1,-15.19,-2.7,-1.5,-16.2,1230.08,-213.28,-15.17,13.91,-1.69,0.02,-16.2,1.72,7.04,-17.96,325.2,294.0,0.45,0.73,
4525.598,0.0501,KILIT,5.09,5.12,1232.37,-214.53,-15.69,11.05,-2.44,-0.0,1227.45,-213.22,-15.19,-1.2,-1.9,-17.1,1230.36,-214.67,-15.17,13.79,-2.28,0.02,-17.1,2.37,7.46,-17.54,327.2,292.6,-0.35,0.57,
4525.648,0.0501,KILIT,5.11,5.13,1232.93,-214.65,-15.69,11.07,-2.43,-0.0,1227.99,-213.33,-15.19,-1.6,-0.9,-19.9,1230.99,-214.44,-15.17,13.69,-2.87,0.02,-15.0,5.13,6.35,-18.65,335.7,296.2,-0.13,0.21,
4525.698,0.0501,KILIT,5.12,5.15,1233.48,-214.77,-15.69,11.04,-2.42,-0.0,1228.53,-213.44,-15.19,-1.7,-1.6,-16.6,1231.56,-214.5,-15.17,13.59,-3.46,0.02,-16.6,1.77,7.13,-17.87,325.4,293.7,-0.09,0.14,
4525.748,0.0502,KILIT,5.14,5.16,1234.03,-214.89,-15.69,11.02,-2.41,-0.0,1229.06,-213.57,-15.19,-0.0,-2.4,-17.3,1232.12,-214.55,-15.17,13.59,-3.47,0.02,-17.3,2.43,7.96,-17.04,327.3,291.0,-0.04,0.07,
4525.799,0.0509,KILIT,5.14,5.17,1234.58,-215.01,-15.69,10.96,-2.42,-0.0,1229.61,-213.68,-15.19,-0.7,-1.4,-20.7,1232.56,-215.16,-15.17,13.43,-4.06,0.02,-15.0,5.76,6.88,-18.12,337.6,294.4,-0.35,0.58,
4525.849,0.0503,KILIT,4.6,4.63,1234.58,-215.01,-15.69,10.96,-2.42,-0.0,1230.14,-213.78,-15.19,-0.4,-1.9,-17.9,1232.56,-215.16,-15.17,12.84,-4.17,0.02,-17.9,2.42,8.08,-16.92,327.3,290.7,-0.35,0.58,
4525.9,0.0501,KILIT,4.73,4.75,1235.25,-215.16,-15.69,9.68,-2.13,-0.0,1230.69,-213.91,-15.19,0.2,-2.7,-17.4,1233.28,-215.12,-15.17,12.28,-3.93,0.02,-17.4,2.05,8.74,-16.26,326.1,288.6,-0.24,0.39,
4525.95,0.05,KILIT,5.37,5.39,1235.87,-215.3,-15.69,10.52,-2.33,-0.0,1230.69,-213.91,-15.19,-1.1,-2.0,-20.0,1233.84,-215.55,-15.17,12.79,-4.26,0.02,-15.0,5.15,7.22,-17.78,335.6,293.3,-0.42,0.68,
4526.0,0.0502,KILIT,4.74,4.77,1236.35,-215.4,-15.69,10.2,-2.25,-0.0,1231.78,-214.14,-15.19,-1.2,-2.3,-18.2,1234.38,-215.36,-15.17,12.33,-3.87,0.02,-18.2,2.92,8.26,-16.74,328.8,290.1,-0.24,0.38,
4526.05,0.0501,KILIT,4.71,4.73,1236.86,-215.51,-15.69,10.19,-2.24,-0.0,1232.32,-214.26,-15.19,-1.5,-2.9,-17.7,1234.97,-215.11,-15.17,12.18,-3.29,0.02,-17.7,2.49,8.9,-16.1,327.5,288.1,-0.0,0.01,
4526.101,0.0509,KILIT,5.25,5.28,1237.39,-215.63,-15.69,10.28,-2.26,-0.0,1232.32,-214.26,-15.19,-3.4,-2.0,-20.5,1235.47,-215.38,-15.17,12.79,-3.2,0.02,-15.1,5.8,7.1,-17.9,337.7,293.7,-0.1,0.16,
4526.151,0.0502,KILIT,5.25,5.27,1237.93,-215.75,-15.69,10.4,-2.27,-0.0,1232.86,-214.37,-15.19,-3.0,-1.2,-19.3,1236.11,-215.0,-15.17,13.13,-2.71,0.02,-15.2,4.44,6.41,-18.59,333.6,296.0,0.21,0.34,
4526.201,0.0501,KILIT,5.25,5.27,1238.46,-215.87,-15.69,10.47,-2.32,-0.0,1233.4,-214.48,-15.19,-3.0,-1.2,-19.3,1236.49,-215.82,-15.17,13.2,-3.3,0.02,-15.3,4.31,6.42,-18.58,333.1,295.9,-0.23,0.37,
4526.251,0.0501,KILIT,5.24,5.27,1239.0,-215.99,-15.69,10.59,-2.34,-0.0,1233.95,-214.59,-15.19,-4.2,-1.5,-17.1,1237.04,-215.93,-15.17,13.31,-3.89,0.02,-17.1,2.14,6.81,-18.19,326.5,294.7,-0.22,0.37,
4526.301,0.0503,KILIT,5.26,5.28,1239.55,-216.11,-15.69,10.68,-2.36,-0.0,1234.48,-214.72,-15.19,-5.1,-0.5,-19.5,1237.61,-215.92,-15.17,13.5,-3.45,0.02,-15.3,4.69,5.54,-19.46,334.4,298.8,-0.14,0.23,
4526.353,0.0513,KILIT,5.23,5.25,1240.07,-216.22,-15.69,10.54,-2.28,-0.0,1235.03,-214.84,-15.18,-5.4,-0.2,-14.2,1238.37,-214.94,-15.17,13.58,-2.84,0.02,-14.2,-0.53,5.85,-19.15,318.4,297.9,0.55,0.89,
4526.403,0.0501,KILIT,5.23,5.25,1240.61,-216.34,-15.69,10.6,-2.32,-0.0,1235.57,-214.96,-15.18,-4.0,-0.3,-17.1,1238.75,-215.81,-15.17,13.35,-2.84,0.01,-17.1,2.22,5.73,-19.27,326.8,298.2,0.07,0.11,
4526.454,0.0508,KILIT,5.23,5.25,1241.16,-216.46,-15.69,10.63,-2.34,-0.0,1236.11,-215.09,-15.18,-4.0,-0.3,-17.1,1239.24,-216.17,-15.17,13.22,-3.43,0.01,-17.1,2.32,5.72,-19.28,327.1,298.2,-0.08,0.13,
4526.504,0.0501,KILIT,5.24,5.26,1241.71,-216.58,-15.69,10.73,-2.36,-0.0,1236.65,-215.2,-15.18,-3.6,0.7,-18.9,1239.81,-216.18,-15.17,13.38,-3.24,0.01,-15.3,3.93,4.62,-20.38,332.2,301.8,-0.01,0.02,
4526.554,0.0501,KILIT,5.24,5.27,1242.25,-216.7,-15.69,10.78,-2.35,-0.0,1237.19,-215.33,-15.18,-4.2,-0.3,-14.5,1240.48,-215.77,-15.17,13.52,-2.65,0.01,-14.5,-0.17,5.88,-19.12,319.5,297.7,0.33,0.53,
4526.604,0.0501,KILIT,5.25,5.28,1242.8,-216.82,-15.69,10.85,-2.37,-0.0,1237.73,-215.45,-15.18,-1.9,0.0,-19.7,1240.96,-216.21,-15.17,13.6,-2.76,0.01,-15.1,4.79,5.39,-19.61,334.8,299.3,0.12,0.2,
4526.654,0.0501,KILIT,5.27,5.29,1243.36,-216.94,-15.69,10.92,-2.38,-0.0,1238.27,-215.58,-15.18,-1.9,0.0,-19.7,1241.51,-216.33,-15.17,13.69,-2.77,0.01,-14.9,4.93,5.37,-19.63,335.2,299.3,0.13,0.21,
4526.704,0.0503,KILIT,5.29,5.32,1243.91,-217.06,-15.69,10.92,-2.39,-0.0,1238.79,-215.71,-15.18,-2.3,-0.7,-16.8,1242.03,-216.58,-15.17,13.65,-3.21,0.01,-16.8,2.28,6.12,-18.88,327.0,297.0,0.04,0.07,
4526.754,0.0501,KILIT,5.29,5.31,1244.46,-217.18,-15.69,10.98,-2.37,-0.0,1239.35,-215.84,-15.18,-0.4,-0.8,-18.0,1242.76,-215.92,-15.17,13.78,-2.62,0.01,-14.6,3.41,6.29,-18.71,330.4,296.4,0.53,0.87,
4526.806,0.0521,KILIT,5.29,5.32,1244.99,-217.29,-15.69,10.71,-2.34,-0.0,1239.87,-215.96,-15.18,0.2,-0.3,-19.5,1243.14,-216.73,-15.17,13.4,-3.11,0.01,-14.6,4.89,5.82,-19.18,335.0,297.9,0.1,0.16,
4526.857,0.0501,KILIT,5.3,5.32,1245.53,-217.41,-15.69,10.73,-2.35,-0.0,1240.4,-216.09,-15.18,-0.4,-1.2,-16.0,1243.64,-217.01,-15.17,13.32,-3.58,0.01,-16.0,1.6,6.69,-18.31,324.9,295.1,-0.01,0.01,
4526.907,0.0501,KILIT,5.29,5.31,1246.07,-217.54,-15.69,10.75,-2.4,-0.0,1240.95,-216.22,-15.18,1.6,-2.1,-16.1,1243.88,-218.46,-15.17,13.19,-4.17,0.01,-16.1,1.44,7.65,-17.35,324.4,292.0,-0.85,1.38,
4526.957,0.0501,KILIT,5.3,5.33,1246.62,-217.66,-15.69,10.81,-2.4,-0.0,1241.48,-216.35,-15.18,0.9,-1.0,-18.4,1244.55,-218.06,-15.17,13.09,-4.76,0.01,-14.3,4.01,6.56,-18.44,332.2,295.5,-0.52,0.84,
4527.007,0.0503,KILIT,4.74,4.76,1246.62,-217.66,-15.69,10.81,-2.4,-0.0,1242.03,-216.48,-15.18,1.1,-1.3,-15.8,1244.55,-218.06,-15.17,12.49,-4.71,0.01,-15.8,1.24,7.47,-17.53,323.8,292.6,-0.52,0.84,
4527.058,0.0508,KILIT,4.75,4.78,1247.16,-217.78,-15.69,9.18,-2.04,-0.0,1242.56,-216.61,-15.18,1.9,-1.9,-15.7,1245.13,-218.02,-15.17,11.95,-4.43,0.01,-15.7,1.18,8.07,-16.93,323.5,290.7,-0.41,0.67,
4527.108,0.0501,KILIT,4.75,4.77,1247.71,-217.9,-15.69,9.72,-2.15,-0.0,1243.11,-216.74,-15.18,0.2,-0.8,-18.9,1245.78,-217.68,-15.17,11.77,-3.86,0.01,-14.1,4.74,6.95,-18.05,334.4,294.2,-0.12,0.2,
4527.158,0.0501,KILIT,4.78,4.81,1248.27,-218.02,-15.69,10.15,-2.22,-0.0,1243.64,-216.85,-15.17,0.5,-0.8,-17.2,1246.46,-217.28,-15.17,11.86,-3.26,0.01,-14.2,2.97,7.04,-17.96,329.0,294.0,0.21,0.34,
4527.21,0.0518,KILIT,4.78,4.81,1248.82,-218.14,-15.69,10.3,-2.27,-0.0,1244.19,-216.98,-15.17,-0.6,-1.6,-15.5,1246.89,-217.93,-15.17,12.06,-2.74,-0.0,-15.5,1.49,7.8,-17.2,324.5,291.6,-0.13,0.21,
4527.26,0.0501,KILIT,5.34,5.37,1249.37,-218.27,-15.69,10.5,-2.32,-0.0,1244.19,-216.98,-15.17,-2.0,-0.5,-18.4,1247.42,-218.15,-15.17,12.62,-2.96,-0.0,-13.9,4.68,5.9,-19.1,334.3,297.6,-0.19,0.31,
